_dataobs_,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class,F_class,_WARN_,Q_class0,Q_class1,R_class0,R_class1,U_class,b_class,EM_SEGMENT,EM_EVENTPROBABILITY,EM_PROBABILITY,EM_CLASSIFICATION,EM_CLASSTARGET
9512,0.1277,-0.04719,0.24224,0.02681,0.00771,0.07249,-0.08342,0.05509,0.44191,0.3196,-0.00825,0.0352,-0.01735,0.18269,0.02178,0.03252,0.09027,-0.00714,-0.01504,0.50402,0.07821,0.08726,0.24273,0.13186,-0.00987,-0.01785,0.66318,-0.02021,0.09028,-0.0197,-0.19106,-0.51655,0.554,-0.66084,-0.03445,0.05769,0.11192,0.13734,-0.00743,0.08766,-0.01791,-0.01775,0.00547,-0.01294,-0.01147,0.55322,0.09911,-0.24822,-0.86765,-0.01906,-0.01912,-0.01716,0.07121,0.01273,0.01891,-0.01289,-0.01722,-0.04277,0.12551,-0.0154,-0.05092,-0.04323,0,0,,0.9998843529,0.0001156471,0.0004389445,-0.000438944,0,17,17,0.0004389445,0.9995610555,0,0
9530,0.13973,-0.09205,1.41216,0.42694,0.00837,0.06035,-0.29788,0.12541,0.52842,0.43336,-0.0099,0.03986,-0.02048,0.61334,0.59451,0.03712,0.06187,-0.01939,-0.01416,0.4092,0.05251,0.07352,0.41743,0.4684,-0.00993,-0.00609,0.49516,-0.02844,0.06019,-0.0266,0.48251,-0.45445,0.44947,-0.15459,-0.03331,0.07298,0.05444,0.43611,-0.00744,0.04282,-0.0167,-0.01452,0.00515,0.40213,-0.0221,0.52632,0.06683,1.0328,-0.94128,-0.02598,0.01646,-0.00476,0.25813,0.01055,0.01581,-0.0107,-0.02134,-0.04145,-0.08453,-0.01844,0.49564,-0.02843,0,0,,0.9998088249,0.0001911751,0.0002808826,-0.000280883,0,20,20,0.0002808826,0.9997191174,0,0
9535,0.04584,-0.03188,0.44823,-0.07091,0.00693,-0.01605,-0.13917,0.05151,0.17166,-0.03517,-0.01039,0.01847,-0.01267,-0.07571,-0.0902,0.01605,0.04167,0.05512,-0.01325,0.12342,0.03746,0.04447,0.23276,-0.09811,-0.00936,-0.01377,0.54551,-0.01837,0.04046,-0.01554,-0.33184,0.31308,-0.06065,-0.39208,-0.0328,0.00202,0.01903,-0.12938,-0.00741,0.02995,-0.00263,-0.01162,0.0042,-0.17033,0.00509,0.20696,0.04584,0.15622,0.03582,-0.0149,0.0004,-0.01243,0.08225,0.00987,0.01266,-0.01038,-0.02235,-0.04559,-0.16942,-0.0106,-0.33546,-0.03257,0,0,,0.9954470905,0.0045529095,0.0118633239,-0.011863324,0,4,4,0.0118633239,0.9881366761,0,0
9539,0.06575,0.0109,0.45871,-0.09177,0.00774,0.10405,-0.26745,-0.05232,0.25777,-0.03265,-0.01047,0.02527,-0.01114,-0.12424,-0.30429,0.02275,0.04293,-0.03755,-0.01572,0.37197,0.03589,0.13612,-0.02411,-0.16727,-0.00994,-0.01122,1.36083,-0.01697,0.04011,-0.01387,-0.37063,-0.58229,0.40842,-0.10656,-0.03265,-0.05956,0.05038,-0.12818,-0.00741,0.03965,-0.00448,0.0013,0.00515,-0.01465,-0.02895,0.41973,0.05796,0.01113,0.3868,-0.01323,-0.01143,-0.01456,0.62801,0.01091,0.02385,-0.01107,-0.01895,-0.03785,-0.29998,-0.01048,-0.3397,-0.02143,0,0,,0.9997262427,0.0002737573,0.0012466551,-0.001246655,0,11,11,0.0012466551,0.9987533449,0,0
9540,0.05153,0.02245,-0.07687,-0.14418,0.00732,-0.01605,-0.01331,-0.01732,0.24219,-0.04551,-0.01036,0.02016,-0.00959,-0.16425,-0.34597,0.01771,0.03979,-0.0292,-0.01393,0.23508,0.03541,0.02561,0.04372,-0.17982,-0.00961,-0.01834,0.59689,-0.01689,0.0423,-0.01453,-0.35619,0.09768,0.15944,-0.27184,-0.03371,-0.0238,0.03461,-0.08679,-0.00741,0.03404,-0.01158,-0.00754,0.00488,-0.09657,-0.02657,0.25398,0.04722,-0.25879,0.27368,-0.01389,-0.0188,-0.01773,-0.02265,0.01017,0.01766,-0.01035,-0.01848,-0.03987,-0.23457,-0.01019,-0.34935,-0.0342,0,0,,0.9986290101,0.0013709899,0.0083172034,-0.008317203,0,5,5,0.0083172034,0.9916827966,0,0
9543,-0.05907,0.09698,-0.88476,-0.23356,0.00663,-0.01362,-0.3661,-0.11172,-0.37327,-0.16571,-0.01177,-0.00876,0.03522,-0.43969,-0.52928,-0.01076,0.00066,-0.04879,-0.01554,-0.17798,0.01051,-0.0482,-0.17167,-0.39137,-0.00997,-0.02261,-0.48228,-0.00522,-0.00467,-0.01233,-0.40093,-0.6564,-0.19791,-0.43257,-0.03453,-0.01186,0.00763,-0.15059,-0.00733,0.00631,-0.01458,-0.00755,0.00426,-0.16808,-0.03458,-0.11959,0.01463,-0.66014,0.23177,-0.01168,-0.03778,-0.02134,-0.1428,0.00964,0.00928,-0.0098,0.01438,-0.03299,-0.23441,-0.00814,-0.40642,-0.04166,0,0,,0.9996596093,0.0003403907,0.0011096516,-0.001109652,0,12,12,0.0011096516,0.9988903484,0,0
9548,0.00993,0.04105,0.00546,-0.12928,-0.1363,-0.01605,0.03265,-0.04087,0.2517,-0.07026,-0.01044,0.012,-0.00811,-0.19571,-0.40366,0.00968,0.02766,0.00536,-0.01413,0.25796,0.02478,-0.00012,-0.02165,-0.20031,-0.00986,-0.01798,-0.15538,-0.01592,0.03167,-0.0166,-0.30288,0.04914,0.25503,-0.22793,-0.03427,-0.02723,0.04085,-0.08921,-0.00741,0.03404,-0.01273,-0.0143,0.00422,-0.16389,-0.01284,0.14247,0.03705,-0.3454,0.10369,-0.01596,-0.02361,-0.01856,-0.08895,0.01029,0.01478,-0.01,-0.01542,-0.04369,-0.09302,-0.01168,-0.29389,-0.03438,0,0,,0.9992367809,0.0007632191,0.0018179346,-0.001817935,0,10,10,0.0018179346,0.9981820654,0,0
9553,-0.02344,0.04349,0.89916,-0.07439,0.00801,-0.01605,0.86587,-0.04397,-0.08137,-0.12597,-0.01221,0.00411,0.01524,-0.39131,-0.41054,0.00191,0.01025,-0.06804,-0.01208,-0.08791,0.01164,-0.00557,-0.04778,-0.39054,-0.00971,0.07367,-1.86398,-0.02716,0.00719,-0.01934,-0.20091,0.58736,-0.23964,0.6102,-0.02907,-0.06432,-0.00762,0.20578,-0.00732,0.00012,-0.02361,-0.014,0.00611,0.06422,-0.04183,0.11013,0.02843,0.12237,0.84943,-0.01884,0.19342,0.07031,-0.12009,0.00936,0.01059,-0.00959,-0.02103,0.0205,-0.10373,-0.01287,-0.23727,0.25175,1,1,,0.2626075426,0.7373924574,-0.790324715,0.7903247147,0,1,1,0.2096752853,0.7903247147,0,1
9554,0.04005,-0.04105,-0.46562,-0.18231,0.00673,-0.01605,-0.34545,0.06312,0.23359,0.02379,-0.00997,0.01805,-0.01301,-0.06336,-0.02622,0.01564,0.05015,-0.00899,-0.01452,0.23908,0.04313,0.02613,0.26153,-0.09798,-0.00971,-0.0209,0.69892,-0.01664,0.05175,-0.01726,-0.28298,0.13099,0.28565,-0.58918,-0.03447,0.03743,0.06799,-0.12789,-0.00742,0.05121,-0.01701,-0.01652,0.00472,-0.21374,-0.01737,0.31962,0.06465,-0.4434,-0.47051,-0.01662,-0.02147,-0.01973,-0.11083,0.01081,0.01173,-0.01063,-0.01988,-0.0426,0.01982,-0.01254,-0.25423,-0.04345,0,0,,0.9992717492,0.0007282508,0.0059118791,-0.005911879,0,6,6,0.0059118791,0.9940881209,0,0
9567,0.01571,0.03778,0.04315,-0.14669,0.01488,-0.01605,5.31143,-0.03674,0.11306,-0.10399,-0.01251,0.01142,-0.00156,-0.28863,-0.39428,0.00911,0.00465,-0.07073,-0.01553,0.03166,0.00751,0.00802,-0.28179,-0.28625,-0.0098,-0.01502,-0.18388,-0.02549,-0.00026,-0.02813,0.9216,3.27151,-0.03632,4.81566,-0.02989,-0.06078,-0.01138,-0.14863,-0.00737,-0.0076,-0.02647,-0.01658,0.00616,-0.03695,-0.0428,0.13477,0.02245,-0.0956,0.89371,-0.02752,-0.0048,-0.01365,-0.08802,0.00928,0.01516,-0.00939,-0.02142,0.08378,0.02433,-0.01914,0.77518,0.09838,0,0,,0.9983281806,0.0016718194,0.0144185277,-0.014418528,0,4,4,0.0144185277,0.9855814723,0,0
9569,0.34607,-0.00095,1.03067,0.19705,0.00794,-0.01605,1.66301,0.01233,1.4634,0.71751,-0.01005,0.08338,-0.02026,0.56639,-0.25562,0.07996,0.05407,-0.07088,-0.0127,0.33046,0.04717,0.10882,0.10492,0.46154,-0.00972,-0.01072,-1.63261,-0.02578,0.05192,-0.02911,1.41207,1.36535,0.80819,1.32979,-0.03423,0.0618,0.02922,0.38793,-0.00742,0.00997,-0.02722,-0.01735,0.02722,0.40072,-0.04279,0.26477,0.0316,-0.1157,-0.76683,-0.0285,-0.01164,-0.00929,-0.11604,0.01006,0.0434,-0.01064,-0.01168,0.09074,0.08579,-0.01999,1.33759,-0.00934,0,0,,0.999687047,0.000312953,0.0006370706,-0.000637071,0,15,15,0.0006370706,0.9993629294,0,0
9578,-0.20361,-0.01065,-0.54016,-0.19477,0.00677,-0.03092,-0.40408,0.00384,-0.78565,-0.25056,-0.01213,-0.031,0.02156,-0.41101,-0.21053,-0.03266,-0.03084,-0.01225,-0.01634,-0.87567,-0.02585,-0.05366,0.11541,-0.37594,-0.01002,-0.02121,0.73981,-0.01765,-0.03805,-0.01378,-0.37273,-0.73848,-0.96712,-0.28059,-0.00119,-0.04322,-0.06535,-0.13077,-0.00721,-0.05062,-0.01189,-0.01059,0.00312,-0.18052,-0.02186,-0.98985,-0.06145,-0.22775,0.45111,-0.01313,-0.01988,-0.02096,-0.13146,0.00907,-0.00954,-0.00923,-0.02336,-0.04228,-0.19008,-0.0086,-0.39515,-0.03715,0,0,,0.999713733,0.000286267,0.005027202,-0.005027202,0,7,7,0.005027202,0.994972798,0,0
9579,0.07599,0.03443,-0.27972,-0.15537,0.0066,-0.01605,0.01882,-0.03249,0.48177,0.04046,-0.00984,0.02614,-0.0119,-0.1017,-0.38434,0.0236,0.04675,0.01046,-0.01405,0.47182,0.04026,0.05451,-0.01015,-0.12526,-0.00979,-0.02006,0.29347,-0.01473,0.0584,-0.01962,-0.1943,0.04627,0.43537,-0.24113,-0.03465,0.00874,0.05685,-0.12475,-0.00742,0.05023,-0.01742,-0.02007,0.00446,-0.25705,-0.01001,0.38464,0.0574,-0.52095,-0.2625,-0.01899,-0.02842,-0.01965,-0.09153,0.0106,0.02226,-0.01051,-0.01129,-0.04399,0.58018,-0.01391,-0.17429,-0.0389,0,0,,0.997847656,0.002152344,0.0070265487,-0.007026549,0,6,6,0.0070265487,0.9929734513,0,0
9582,0.04709,-0.04793,0.10343,-0.0651,0.00749,0.02377,-0.37876,0.03032,0.1315,0.04848,-0.00996,0.01846,-0.01746,0.19229,0.0279,0.01604,0.03479,-0.03355,-0.01432,0.1877,0.03216,0.01615,0.1812,0.18231,-0.00995,-0.01829,0.05354,-0.02165,0.03149,-0.02399,0.09879,-0.57108,0.20526,-0.08941,-0.03421,0.01776,0.03463,-0.06282,-0.00743,0.02737,-0.01879,-0.01445,0.00488,-0.06228,-0.02909,0.02305,0.02691,-0.17529,-0.58085,-0.02336,-0.0205,-0.01874,-0.06441,0.00946,0.01381,-0.00961,-0.01886,-0.03892,-0.08704,-0.01624,0.04505,-0.03786,0,0,,0.999911481,0.000088519,0.0002974269,-0.000297427,0,19,19,0.0002974269,0.9997025731,0,0
9583,0.14404,0.01003,0.58712,-0.06798,0.00786,-0.01605,1.23203,-0.00168,0.60597,0.04491,-0.01102,0.04045,-0.01533,0.04253,-0.30091,0.0377,0.03376,-0.06832,-0.01471,0.61526,0.03047,0.05074,-0.01153,-0.00601,-0.00926,-0.01022,-1.00569,-0.02367,0.03272,-0.02368,0.06921,0.96147,0.6532,0.92385,-0.03304,-0.01191,0.03044,-0.02928,-0.00742,0.02492,-0.02006,-0.0102,0.01142,0.06566,-0.0418,0.58522,0.04764,0.00609,0.22221,-0.02306,0.00055,-0.00886,-0.10595,0.01009,0.02583,-0.01021,-0.01885,0.02408,-0.19683,-0.01631,0.05513,0.0012,0,0,,0.9993282321,0.0006717679,0.0015463675,-0.001546367,0,10,10,0.0015463675,0.9984536325,0,0
9589,-0.05012,-0.00912,-0.09613,-0.12392,0.00739,-0.04549,-0.22122,0.02268,-0.20375,-0.1315,-0.01219,-0.00349,0.03481,-0.43902,-0.218,-0.00557,0.00922,-0.03012,-0.01546,-0.40317,0.01301,-0.05941,-0.45984,-0.4161,-0.00999,-0.01915,1.25024,-0.01579,0.00708,-0.01775,-0.26687,0.08615,-0.33211,-0.47048,-0.03285,-0.01649,-0.00644,-0.11867,-0.00676,-0.01395,-0.01248,-0.00834,0.00415,-0.08816,-0.02668,-0.12773,0.01381,-0.34823,-0.32145,-0.01711,-0.02089,-0.02056,0.15011,0.01035,0.00544,-0.01031,-0.02191,-0.03968,-0.22472,-0.0125,-0.25617,-0.04054,0,0,,0.9951201203,0.0048798797,0.0214559271,-0.021455927,0,3,3,0.0214559271,0.9785440729,0,0
9592,-0.2956,0.02119,-0.67141,-0.20728,0.00701,-0.05243,0.0962,-0.01571,-0.30339,-0.30592,-0.01441,-0.04714,-0.04956,-0.79267,-0.34163,-0.04855,-0.04789,-0.0523,-0.01524,-0.71294,-0.04282,-0.06759,-0.07053,-0.78307,-0.01001,-0.02188,0.09666,-0.01623,-0.05612,-0.0137,-0.36915,0.18628,0.15187,-0.1672,-0.03324,-0.03453,0.02984,-0.12972,-0.00783,-0.03541,-0.01476,-0.00718,0.00066,-0.13224,-0.03572,-0.47329,-0.01219,-0.36732,0.53909,-0.0133,-0.02309,-0.0206,-0.12723,0.01008,-0.02115,-0.00954,-0.02017,-0.03042,-0.23862,-0.00954,-0.36946,-0.03585,0,0,,0.9984795254,0.0015204746,0.0113036241,-0.011303624,0,4,4,0.0113036241,0.9886963759,0,0
9594,-0.12391,-0.01491,0.89194,0.15147,0.00772,0.01436,-0.39097,0.02695,-0.50827,-0.22806,-0.01258,-0.01604,0.04834,-0.45727,-0.18898,-0.01793,-0.00633,-0.03369,-0.01676,-0.44177,-0.00277,0.00352,0.17283,-0.43837,-0.00999,-0.0123,-0.61752,-0.0222,-0.01208,-0.02775,0.78423,-0.68003,-0.48874,0.46234,-0.03438,0.05771,-0.02067,-0.05995,-0.00728,-0.01577,-0.0186,-0.01423,0.0036,0.10136,-0.02933,-0.32545,0.00566,-0.08567,-0.74165,-0.02713,-0.0116,-0.01107,-0.07753,0.00928,-0.00117,-0.00943,-0.01412,-0.03889,-0.0956,-0.01887,0.65185,-0.02416,0,0,,0.999868206,0.000131794,0.0005513878,-0.000551388,0,16,16,0.0005513878,0.9994486122,0,0
9601,0.18951,0.06087,0.79048,0.02161,0.00613,-0.01605,0.4559,-0.06598,0.52518,0.12662,0.00033,0.03805,-0.02305,1.71698,-0.45508,0.03533,0.04674,-0.04754,-0.01551,-0.40317,0.05059,0.05179,-0.16852,1.88489,-0.00999,-0.01125,-1.29937,-0.01842,0.10898,0.02249,-0.63152,-0.53337,-0.25018,0.17647,-0.03438,0.02993,-0.00579,-0.02098,-0.00745,-0.01395,-0.01579,-0.00904,0.0065,0.10108,0.01953,-4.11884,-0.23363,-0.29821,-0.33482,0.02321,-0.02271,-0.00982,-0.11131,0.02088,0.0461,-0.02094,0.00122,-0.03374,-0.21516,-0.01634,0.05902,-0.0233,0,0,,0.9998067603,0.0001932397,0.0004130931,-0.000413093,0,18,18,0.0004130931,0.9995869069,0,0
9602,-0.08482,0.05473,-0.57081,-0.19778,0.00687,-0.01605,0.27502,-0.0582,-0.16234,-0.16858,-0.01216,-0.00939,0.02876,-0.42793,-0.44013,-0.01138,-0.00056,-0.02262,-0.01578,-0.16902,0.00309,-0.00306,-0.05509,-0.40516,-0.00994,-0.02137,0.33673,-0.01648,0.0014,-0.01708,-0.28865,0.18111,-0.20949,0.00365,-0.03413,-0.04949,-0.00144,-0.12036,-0.00735,0.00043,-0.0169,-0.01421,0.00381,-0.18848,-0.02503,-0.10839,0.01678,-0.44721,0.47327,-0.01644,-0.02844,-0.02144,-0.13425,0.00948,0.00238,-0.00932,-0.01608,-0.041,-0.09611,-0.01134,-0.30792,-0.03359,0,0,,0.9720133529,0.0279866471,0.0291480064,-0.029148006,0,2,2,0.0291480064,0.9708519936,0,0
9606,-0.04424,-0.0093,0.56367,-0.01806,0.00574,0.00279,-0.31475,0.01172,-0.21764,-0.11258,-0.01081,-0.00037,0.00891,-0.36432,-0.21713,-0.0025,0.02589,0.24519,-0.0152,-0.09248,0.02368,-0.01758,0.13498,-0.36012,-0.00994,-0.01403,-0.0442,-0.00582,0.02207,-0.00648,-0.48279,-0.63307,-0.10364,-0.90461,-0.03465,0.02039,0.04458,-0.13413,-0.00737,0.03513,0.0201,-0.01816,0.0039,-0.27203,0.08182,0.06672,0.04478,-0.08682,-0.31626,-0.00582,-0.01257,-0.01333,-0.03382,0.01034,0.00619,-0.01049,-0.0165,-0.04739,0.17195,-0.005,-0.46775,-0.04259,0,0,,0.9996797812,0.0003202188,0.0007119848,-0.000711985,0,14,14,0.0007119848,0.9992880152,0,0
9608,-0.31024,0.15539,-0.97066,-0.21576,0.006,-0.01605,0.42017,-0.18571,-0.48176,-0.24622,-0.01395,-0.04958,-0.07222,-0.66901,-0.61475,-0.05095,-0.04152,0.04082,-0.01675,-0.49797,-0.0368,-0.13323,-0.3682,-0.6559,-0.01,-0.03007,-1.06195,-0.01211,-0.0463,-0.00589,-0.48908,-0.00109,-0.60814,0.14233,-0.02946,-0.17673,-0.02892,-0.14072,-0.00702,-0.01928,-0.00541,-0.01226,0.0033,-0.23845,-0.00322,-0.39383,-0.00125,-0.32494,2.4374,-0.00522,-0.04689,-0.02948,-0.13505,0.00895,1.42581,-0.00829,-0.06842,-0.04521,-0.15465,-0.00266,-0.50062,0.02163,0,0,,0.9940192989,0.0059807011,0.0120698553,-0.012069855,0,4,4,0.0120698553,0.9879301447,0,0
9610,-0.16407,0.05172,-0.33988,-0.17741,0.00688,-0.01711,-0.39447,-0.08392,-0.64183,-0.21382,-0.01273,-0.02324,0.18197,-0.5098,-0.43245,-0.02502,-0.01162,-0.00997,-0.01584,-0.32822,-0.00787,-0.04937,-0.10262,-0.49164,-0.00999,-0.0198,0.49723,-0.01949,-0.01768,-0.02008,-0.17315,-0.66736,-0.36355,0.62572,-0.03409,-0.07445,-0.01415,-0.15012,-0.00732,-0.01068,-0.01695,-0.01629,0.00356,-0.21792,-0.0208,-0.28726,0.00854,-0.28876,0.78782,-0.01945,-0.02704,-0.02051,-0.09017,0.00922,-0.01249,-0.00938,-0.0156,-0.04251,0.00452,-0.01331,-0.21236,-0.01761,0,0,,0.9998423355,0.0001576645,0.0009470653,-0.000947065,0,13,13,0.0009470653,0.9990529347,0,0
9611,-0.02021,0.0329,-0.04939,-0.1499,0.00625,-0.0092,-0.36457,-0.03198,-0.12548,-0.1202,-0.01098,0.0046,-0.00374,-0.26388,-0.37969,0.0024,0.0181,0.07048,-0.01479,-0.10686,0.01804,-0.03569,0.02643,-0.25525,-0.00997,-0.01731,0.24002,-0.01509,0.01381,-0.01227,-0.40185,-0.64313,-0.11949,-0.22801,-0.03423,-0.04337,0.0095,-0.14253,-0.00738,0.00777,-0.00494,-0.01654,0.00396,-0.25311,0.01007,-0.12184,0.01524,-0.17713,0.64473,-0.01163,-0.01408,-0.01607,-0.06362,0.00966,0.01032,-0.00982,-0.01936,-0.04591,0.02101,-0.00813,-0.40672,-0.02874,0,0,,0.9997982997,0.0002017003,0.000648356,-0.000648356,0,15,15,0.000648356,0.999351644,0,0
9615,-0.07121,0.07906,-0.18801,-0.17144,0.00694,-0.00299,-0.3766,-0.08916,-0.32877,-0.16156,-0.01245,-0.00636,0.05862,-0.46722,-0.49508,-0.0084,0.00209,-0.00735,-0.01475,-0.19237,0.00516,-0.02704,-0.11563,-0.45195,-0.00998,-0.01508,1.11602,-0.01713,-0.00316,-0.01353,-0.37786,-0.65635,-0.21377,0.37468,-0.01962,-0.10895,-0.00496,-0.15085,-0.00728,-0.00351,-0.00829,-0.00757,0.00386,-0.16051,-0.01937,-0.01452,0.02247,-0.1419,1.54648,-0.01288,-0.00201,-0.01373,0.04959,0.00949,0.00515,-0.00965,-0.02272,-0.04275,-0.23424,-0.00883,-0.38912,0.0225,0,0,,0.9997488707,0.0002511293,0.0015027383,-0.001502738,0,10,10,0.0015027383,0.9984972617,0,0
9620,0.05436,0.08534,-0.90255,-0.21763,0.00715,-0.05103,1.40735,-0.09697,0.19003,-0.11111,-0.01191,0.01425,0.00106,-0.31311,-0.50761,0.0119,0.01457,-0.05819,-0.01387,0.19472,0.01861,-0.10435,-0.22497,-0.27909,-0.00978,-0.0242,-0.39546,-0.02007,0.01434,-0.01855,-0.23831,0.60351,0.21478,1.08552,-0.02795,-0.11029,0.00909,-0.14935,-0.00738,0.00739,-0.01897,-0.01068,0.00531,-0.14356,-0.03807,0.26304,0.03273,-0.33598,1.56296,-0.01791,-0.0273,-0.02297,-0.14594,0.00968,0.03266,-0.00971,-0.02148,-0.0235,-0.18831,-0.01254,-0.25455,-0.00466,0,0,,0.9861070606,0.0138929394,0.0161795468,-0.016179547,0,4,4,0.0161795468,0.9838204532,0,0
9621,-0.06448,-0.09,0.32779,-0.02685,0.00752,-0.01975,-0.43283,0.06058,-0.3674,-0.16025,-0.01158,-0.00844,-0.01051,-0.14142,0.55482,-0.01045,0.00107,-0.00773,-0.01471,-0.35755,0.00867,-0.05702,0.25638,-0.04354,-0.00999,-0.01677,0.12545,-0.02292,-0.00424,-0.02228,-0.04588,-0.66261,-0.39589,-0.34397,0.09792,-0.00235,-0.01334,-0.09236,-0.00741,-0.01005,-0.01131,-0.0107,0.00394,-0.05662,-0.021,-0.31867,-0.00446,0.4409,-0.53637,-0.02165,-0.01326,-0.01856,-0.03189,0.00861,0.00383,-0.00877,-0.02343,-0.04271,-0.18795,-0.01457,-0.12563,-0.03884,0,0,,0.9998889016,0.0001110984,0.0003115442,-0.000311544,0,19,19,0.0003115442,0.9996884558,0,0
9628,-0.13778,0.08593,-0.81343,-0.21449,0.00676,-0.00966,-0.37615,-0.11904,-0.58509,-0.19906,-0.01271,-0.02018,0.24317,-0.51643,-0.50876,-0.02201,-0.0117,-0.02469,-0.01582,-0.12472,-0.0064,-0.03459,-0.18986,-0.48803,-0.00998,-0.02305,0.03833,-0.01535,-0.01777,-0.01329,-0.38269,-0.65111,-0.13919,0.13659,-0.03383,-0.09711,0.00196,-0.14429,-0.00734,0.00188,-0.01343,-0.01022,0.00353,-0.18559,-0.02577,-0.06478,0.01975,-0.40637,1.17637,-0.01264,-0.03434,-0.02315,-0.15531,0.0095,-0.01289,-0.00965,-0.01019,-0.04067,-0.19661,-0.00867,-0.39337,-0.02708,0,0,,0.9998536743,0.0001463257,0.0014909505,-0.00149095,0,10,10,0.0014909505,0.9985090495,0,0
9632,0.00003,-0.01653,0.47964,-0.02944,0.00802,0.05692,-0.35183,-0.00046,-0.04003,-0.05251,-0.01139,0.00921,-0.0059,-0.23386,-0.18051,0.00693,0.02243,-0.0568,-0.01601,0.04736,0.02129,0.06791,0.10474,-0.24445,-0.00996,-0.01496,2.34934,-0.01876,0.01839,-0.02184,-0.07534,-0.61155,0.05054,-0.13521,-0.03391,0.00601,0.02097,-0.15153,-0.0074,0.01671,-0.01043,-0.00189,0.00542,0.08339,-0.03747,0.15872,0.03718,-0.08621,-0.33253,-0.02121,-0.01643,-0.01548,3.47604,0.00984,0.01097,-0.01,-0.01673,-0.02557,-0.28272,-0.01493,-0.09536,-0.03265,0,0,,0.9998532879,0.0001467121,0.0039786213,-0.003978621,0,7,7,0.0039786213,0.9960213787,0,0
9641,0.23317,0.00522,-0.08118,-0.04561,0.00744,0.03636,0.93329,0.00451,1.03324,0.70767,-0.01019,0.05976,-0.0178,0.22427,-0.28179,0.05671,0.05356,-0.05238,-0.01532,0.88176,0.04631,0.11161,0.10279,0.14515,-0.00954,-0.01951,-1.08971,-0.02183,0.05335,-0.02903,1.36047,0.77637,0.79242,0.63258,-0.03464,0.06492,0.04398,-0.0633,-0.00743,0.04165,-0.02711,-0.02021,0.00681,-0.09765,-0.03547,0.83979,0.06399,-0.61391,-0.96458,-0.02842,-0.02771,-0.01874,-0.11978,0.01035,0.03391,-0.01068,-0.0101,-0.03035,0.6313,-0.01999,1.33411,-0.03386,0,0,,0.9997084162,0.0002915838,0.0008521091,-0.000852109,0,13,13,0.0008521091,0.9991478909,0,0
9661,-0.09318,0.09063,-0.48716,-0.18951,0.00679,-0.01605,-0.17517,-0.10367,-0.20421,-0.17253,-0.01138,-0.01044,0.01624,-0.3948,-0.51771,-0.01242,-0.00203,-0.01021,-0.01624,-0.3148,0.00094,-0.02687,-0.32459,-0.37249,-0.00997,-0.02092,0.74646,-0.00881,0.00279,-0.01122,-0.41983,-0.14131,-0.3557,-0.42648,-0.03441,-0.03941,-0.00929,-0.12836,-0.00733,-0.00634,-0.00895,-0.00781,0.00376,-0.16609,-0.02071,-0.36066,-0.00873,-0.50173,0.46468,-0.01057,-0.03419,-0.02036,-0.1159,0.00933,0.00053,-0.00928,0.00079,-0.04248,-0.23137,-0.00702,-0.43131,-0.03807,0,0,,0.9985058217,0.0014941783,0.0065253763,-0.006525376,0,6,6,0.0065253763,0.9934746237,0,0
9665,-0.0737,0.06281,-2.05561,-0.30078,0.00474,-0.01351,-0.32894,-0.08136,-0.34523,-0.16324,-0.01216,-0.00725,0.09082,-0.48703,-0.45965,-0.00927,0.00471,-0.01986,-0.01343,-0.10623,0.00775,-0.0441,-0.09624,-0.46991,-0.00995,-0.02709,0.79031,-0.00316,-0.00038,0.01402,-0.6072,-0.64708,-0.11881,-0.75859,-0.03162,-0.10054,0.02929,-0.13578,-0.00731,0.0232,-0.01261,-0.01012,0.00394,-0.25393,-0.02297,0.09559,0.0435,-0.6545,1.30613,0.01473,-0.03515,-0.02636,-0.6093,0.01015,0.00447,-0.01031,-0.02216,-0.04138,-0.19826,0.00908,-0.59145,-0.04465,0,0,,0.9971819698,0.0028180302,0.0026575493,-0.002657549,0,9,9,0.0026575493,0.9973424507,0,0
9684,0.14478,-0.14276,1.09852,0.68711,0.00821,0.09297,-0.23989,0.17315,0.5274,0.85064,-0.00906,0.03981,-0.0241,3.184,3.29731,0.03706,0.06612,-0.01348,-0.0158,0.62723,0.05711,0.12232,0.53604,2.86681,-0.00991,-0.01223,2.66339,-0.02834,0.06469,-0.02856,1.10345,0.07531,0.68984,-0.24679,0.04794,0.08002,0.08032,0.22902,-0.00746,0.06301,-0.01487,-0.01353,0.00513,0.49333,-0.01834,0.53323,0.0707,3.23581,-1.2,-0.02794,0.00505,-0.0118,9.37236,0.01123,0.01425,-0.01138,-0.02343,-0.04215,-0.11928,-0.01985,1.21998,-0.03607,0,0,,0.9992262323,0.0007737677,0.0044428886,-0.004442889,0,7,7,0.0044428886,0.9955571114,0,0
